tc_data1,tc_data2,tc_data3,tc_data4,tc_data5
-0.043756579227367,0.0211641176681838,AIsphere7,GLM_06.2,contr_1
-0.0425565113800447,0.0213015422519343,AIsphere7,GLM_06.2,contr_1
-0.0414230720966891,0.0214575946724072,AIsphere7,GLM_06.2,contr_1
-0.0403817344844396,0.0216290222989276,AIsphere7,GLM_06.2,contr_1
-0.039453651479599,0.0218125777691936,AIsphere7,GLM_06.2,contr_1
-0.0386518887225474,0.0220048506889759,AIsphere7,GLM_06.2,contr_1
-0.0379881413257283,0.0222014051381287,AIsphere7,GLM_06.2,contr_1
-0.0374709792868892,0.0223981627664743,AIsphere7,GLM_06.2,contr_1
-0.0371002594954038,0.0225919435582329,AIsphere7,GLM_06.2,contr_1
-0.0368748998418493,0.0227818753574785,AIsphere7,GLM_06.2,contr_1
-0.0368019430057938,0.0229678329446952,AIsphere7,GLM_06.2,contr_1
-0.0368910179602973,0.0231482608384586,AIsphere7,GLM_06.2,contr_1
-0.0371478140705711,0.0233216062977804,AIsphere7,GLM_06.2,contr_1
-0.037573355765606,0.0234875272561858,AIsphere7,GLM_06.2,contr_1
-0.0381636169121005,0.0236457043450899,AIsphere7,GLM_06.2,contr_1
-0.0389052928449189,0.0237941045626832,AIsphere7,GLM_06.2,contr_1
-0.0397723499203752,0.0239290411797093,AIsphere7,GLM_06.2,contr_1
-0.0407353120113301,0.0240465162182314,AIsphere7,GLM_06.2,contr_1
-0.041769983199131,0.0241420865904433,AIsphere7,GLM_06.2,contr_1
-0.042853853416966,0.0242119742220576,AIsphere7,GLM_06.2,contr_1
-0.0439713897692732,0.0242543541301589,AIsphere7,GLM_06.2,contr_1
-0.0451084578572986,0.0242722275911138,AIsphere7,GLM_06.2,contr_1
-0.0462479735066256,0.0242695971500611,AIsphere7,GLM_06.2,contr_1
-0.0473719022129642,0.024251073198045,AIsphere7,GLM_06.2,contr_1
-0.0484659304155962,0.024221351680321,AIsphere7,GLM_06.2,contr_1
-0.0495207846497619,0.0241859969323047,AIsphere7,GLM_06.2,contr_1
-0.0505290094607419,0.024151826788552,AIsphere7,GLM_06.2,contr_1
-0.0514859782295546,0.0241256079841459,AIsphere7,GLM_06.2,contr_1
-0.0523887606296908,0.0241133241038131,AIsphere7,GLM_06.2,contr_1
-0.053225377087494,0.0241185207767698,AIsphere7,GLM_06.2,contr_1
-0.0539690195798221,0.0241423436027557,AIsphere7,GLM_06.2,contr_1
-0.0545893577936814,0.0241847003143794,AIsphere7,GLM_06.2,contr_1
-0.0550565844078003,0.0242436122633363,AIsphere7,GLM_06.2,contr_1
-0.055344755180391,0.0243149745601057,AIsphere7,GLM_06.2,contr_1
-0.0554327462976358,0.0243933746089222,AIsphere7,GLM_06.2,contr_1
-0.0553086665860618,0.0244751578895507,AIsphere7,GLM_06.2,contr_1
-0.0549758135407415,0.0245588069270154,AIsphere7,GLM_06.2,contr_1
-0.0544459051520977,0.0246441280296516,AIsphere7,GLM_06.2,contr_1
-0.0537258788612824,0.0247308391674641,AIsphere7,GLM_06.2,contr_1
-0.0528209134977721,0.0248171648744258,AIsphere7,GLM_06.2,contr_1
-0.0517321323269396,0.024899808979127,AIsphere7,GLM_06.2,contr_1
-0.0504609644029789,0.0249738722966848,AIsphere7,GLM_06.2,contr_1
-0.0490136715121767,0.0250335654122031,AIsphere7,GLM_06.2,contr_1
-0.0473967637059598,0.0250731228990583,AIsphere7,GLM_06.2,contr_1
-0.0456111476145484,0.0250877719309131,AIsphere7,GLM_06.2,contr_1
-0.0436571744189582,0.0250741276735959,AIsphere7,GLM_06.2,contr_1
-0.0415358862187964,0.0250293505626403,AIsphere7,GLM_06.2,contr_1
-0.0392463991242207,0.0249520396137396,AIsphere7,GLM_06.2,contr_1
-0.0367922866031617,0.024844430683258,AIsphere7,GLM_06.2,contr_1
-0.0341928388254575,0.024715568960696,AIsphere7,GLM_06.2,contr_1
-0.031479038188981,0.0245757984433305,AIsphere7,GLM_06.2,contr_1
-0.0286833766435534,0.0244345717405552,AIsphere7,GLM_06.2,contr_1
-0.0258379779916295,0.0243018616634474,AIsphere7,GLM_06.2,contr_1
-0.022972660172185,0.0241890757354639,AIsphere7,GLM_06.2,contr_1
-0.0201128316151738,0.0241096920650318,AIsphere7,GLM_06.2,contr_1
-0.0172775884986568,0.0240754045442333,AIsphere7,GLM_06.2,contr_1
-0.0144816397162282,0.0240945133417417,AIsphere7,GLM_06.2,contr_1
-0.0117342438176515,0.0241727028205664,AIsphere7,GLM_06.2,contr_1
-0.00904766664854226,0.0243131952408854,AIsphere7,GLM_06.2,contr_1
-0.00643582643415569,0.0245162370622814,AIsphere7,GLM_06.2,contr_1
-0.00391456693029008,0.0247785858281141,AIsphere7,GLM_06.2,contr_1
-0.00149887709805967,0.0250936759002286,AIsphere7,GLM_06.2,contr_1
0.000802537154856823,0.0254514115121805,AIsphere7,GLM_06.2,contr_1
0.00298102590910923,0.0258386731974946,AIsphere7,GLM_06.2,contr_1
0.00502118118808152,0.0262416060517857,AIsphere7,GLM_06.2,contr_1
0.00690683229245378,0.0266461221515683,AIsphere7,GLM_06.2,contr_1
0.0086246991258222,0.0270376568528008,AIsphere7,GLM_06.2,contr_1
0.0101607286716874,0.0274016768754144,AIsphere7,GLM_06.2,contr_1
0.0115060142182743,0.0277246274803214,AIsphere7,GLM_06.2,contr_1
0.0126638262485788,0.0279984367892414,AIsphere7,GLM_06.2,contr_1
0.0136364423990228,0.028220058092499,AIsphere7,GLM_06.2,contr_1
0.014423801153135,0.0283879458069484,AIsphere7,GLM_06.2,contr_1
0.0150261639017685,0.0285018009315121,AIsphere7,GLM_06.2,contr_1
0.0154458855928066,0.0285627518762311,AIsphere7,GLM_06.2,contr_1
0.0156841090846009,0.0285718475333945,AIsphere7,GLM_06.2,contr_1
0.0157380139323197,0.0285312107959122,AIsphere7,GLM_06.2,contr_1
0.0156111300500423,0.0284460241460489,AIsphere7,GLM_06.2,contr_1
0.0153085388815259,0.0283230314133015,AIsphere7,GLM_06.2,contr_1
0.0148377920868817,0.0281693325682706,AIsphere7,GLM_06.2,contr_1
0.0142082030069618,0.0279918759906283,AIsphere7,GLM_06.2,contr_1
0.0134305353677069,0.0277968092931802,AIsphere7,GLM_06.2,contr_1
0.0125176802162362,0.0275886004488268,AIsphere7,GLM_06.2,contr_1
0.0114778004967044,0.0273699494054135,AIsphere7,GLM_06.2,contr_1
0.0103170643492316,0.0271424490890192,AIsphere7,GLM_06.2,contr_1
0.00904631303216283,0.0269075814531115,AIsphere7,GLM_06.2,contr_1
0.00768170857626317,0.0266665976258841,AIsphere7,GLM_06.2,contr_1
0.00623815366468203,0.0264205460371722,AIsphere7,GLM_06.2,contr_1
0.00473144875029924,0.026169968896462,AIsphere7,GLM_06.2,contr_1
0.00317813520758731,0.0259153246987781,AIsphere7,GLM_06.2,contr_1
0.00159143500754889,0.0256558866290125,AIsphere7,GLM_06.2,contr_1
-4.86342018704669e-06,0.0253904120600178,AIsphere7,GLM_06.2,contr_1
-0.0015822757908072,0.0251174453863778,AIsphere7,GLM_06.2,contr_1
-0.00311506442878803,0.0248352144453287,AIsphere7,GLM_06.2,contr_1
-0.00458399998765325,0.0245416505442956,AIsphere7,GLM_06.2,contr_1
-0.00597292061935596,0.0242363846043181,AIsphere7,GLM_06.2,contr_1
-0.00726365428711406,0.0239206107085497,AIsphere7,GLM_06.2,contr_1
-0.00844489343309406,0.0235972194067853,AIsphere7,GLM_06.2,contr_1
-0.00950991822977232,0.0232704997475867,AIsphere7,GLM_06.2,contr_1
-0.010453561410928,0.0229444379211723,AIsphere7,GLM_06.2,contr_1
-0.011272105859394,0.0226224098859738,AIsphere7,GLM_06.2,contr_1
-0.0119628380030106,0.0223077287866832,AIsphere7,GLM_06.2,contr_1
-0.0125295038326644,0.0220052756062189,AIsphere7,GLM_06.2,contr_1
-0.0129743228707912,0.0217191900909083,AIsphere7,GLM_06.2,contr_1
-0.0132956200918624,0.0214518911169628,AIsphere7,GLM_06.2,contr_1
-0.0134923362009004,0.0212052951839454,AIsphere7,GLM_06.2,contr_1
-0.0135679391779376,0.020982156240552,AIsphere7,GLM_06.2,contr_1
